The Logical Song
The Logical Song - Remastered 2010	Supertramp	Breakfast In America (Deluxe Edition)	spotify:track:6mHOcVtsHLMuesJkswc0GZ
Teen Man's Lament - excerpt	Uranium Club	All Of Them Naturals	spotify:track:4sI2gnLmwFsBMHgX1hYj4y
Appropriate	Priests	Nothing Feels Natural	spotify:track:1SgD8T9738K5lGMyEwMHYR
Jj	Priests	Nothing Feels Natural	spotify:track:5pmswGf4fU7jQq7SlpLK1M
Nicki	Priests	Nothing Feels Natural	spotify:track:6xUiSrfHyzwYCVsxxfrc2P
Lelia 20	Priests	Nothing Feels Natural	spotify:track:6iaIKOaT79bNZa8iEx0qHp
No Big Bang	Priests	Nothing Feels Natural	spotify:track:5QSF5hMYna0xcXXoqzWLlS
Interlude	Priests	Nothing Feels Natural	spotify:track:0vq8bM18lQF7Crt00z1fTc
Nothing Feels Natural	Priests	Nothing Feels Natural	spotify:track:7jFM0wZch8oJVRVQMl2nvV
Pink White House	Priests	Nothing Feels Natural	spotify:track:6kO7G3XaignQqeTGOhGphb
Puff	Priests	Nothing Feels Natural	spotify:track:3AcNYyKoy6JzzRLpp8QOAE
Suck	Priests	Nothing Feels Natural	spotify:track:6dqmBsb7lEWvecQjMpwpkY
Ivy League Asshole	Negative Scanner	Negative Scanner	spotify:track:4hFIIYIfioYFOrL0uD5Ozg
Criticism	Negative Scanner	Negative Scanner	spotify:track:24OqtHeKz8ELLCZt4GxDIH
Low	Negative Scanner	Negative Scanner	spotify:track:3LDMTzb5rGJRZsPmyPRD2a
Gone Wild	Negative Scanner	Negative Scanner	spotify:track:3yPANq259i3UZDpK2xi8po
C.P.D.	Negative Scanner	Negative Scanner	spotify:track:0Krtnryc3am86vqieMEQqn
Would You Rather?	Negative Scanner	Negative Scanner	spotify:track:4XmVNkEWuvZbx1Hy1owGot
Planet of Slums	Negative Scanner	Negative Scanner	spotify:track:2hrVFfM7rSECDGxrYAqMwk
Saturday Night & Sunday Morning	Negative Scanner	Negative Scanner	spotify:track:53jhxBUTZZRlk8DFZB6cfr
Fan vs. Wild	Negative Scanner	Negative Scanner	spotify:track:2C0XN2w4jJOmHfAXa7mRd2
Forget It	Negative Scanner	Negative Scanner	spotify:track:2Dk2UOwXDtLX3mmlgPNBH7
Pity	Negative Scanner	Negative Scanner	spotify:track:0WmdN2KjdNPmHVuZSpZXg0
Zemmoa	Ritual Howls	Turkish Leather	spotify:track:2ZFnODVj4zIzmq3CXMxSeI
The Taste of You	Ritual Howls	Turkish Leather	spotify:track:2o7cvthqhKR716dsRDFZA2
Take Me Up	Ritual Howls	Turkish Leather	spotify:track:21ui6UJa9iD976uKuXQPQ8
My Friends	Ritual Howls	Turkish Leather	spotify:track:05Fzd6GfqChpctfv0bnxdj
Final Service	Ritual Howls	Turkish Leather	spotify:track:53Sdzt2zyRHi616EpE6hbQ
Helm	Ritual Howls	Turkish Leather	spotify:track:2uhAz4Ev5bfeHLL32ibxUz
No Witnesses	Ritual Howls	Turkish Leather	spotify:track:791wiJAznqgd1Y7RbvpX9Z
Turkish Leather	Ritual Howls	Turkish Leather	spotify:track:2x5Dgk64HkDd7oaFnlVTIl
I'd Rather Not (Bonus Track)	Ritual Howls	Turkish Leather	spotify:track:0eFqtmxGSuRbVmFJnYSuwh
In My Sphere	Protomartyr	No Passion All Technique	spotify:track:7luQTlSASDBYb38kDOj6SJ
Machinist Man	Protomartyr	No Passion All Technique	spotify:track:4y7fzWEMM19WS4uk8yfLlS
Hot Wheel City	Protomartyr	No Passion All Technique	spotify:track:7HrG60wYpUBtrdOBUWvaiW
3 Swallows	Protomartyr	No Passion All Technique	spotify:track:5CUN5mAhZrhwdEo3kT7xC1
Free Supper	Protomartyr	No Passion All Technique	spotify:track:6IgdxB2hvSEwdl3Tg3Pb80
Jumbo’s	Protomartyr	No Passion All Technique	spotify:track:1e2cMIlvienZ0pCdHeAApN
Ypsilanti	Protomartyr	No Passion All Technique	spotify:track:76i7txeo4Jf58pYLzQyfDt
Too Many Jewels	Protomartyr	No Passion All Technique	spotify:track:1aMhPIaXKHthOXKTzROsS6
(Don’t You) Call Me Out My Name	Protomartyr	No Passion All Technique	spotify:track:6sajw0Ye7W8hCBxmGL8qkW
How He Lived After He Died	Protomartyr	No Passion All Technique	spotify:track:2Ks7xO3x55TptPOZwRjdUV
Feral Cats	Protomartyr	No Passion All Technique	spotify:track:0fBbz92P4UUsPeSq7XfENe
Wine of Ape	Protomartyr	No Passion All Technique	spotify:track:5S2qv4vo8yxFX5wM0hdPOF
Principalities	Protomartyr	No Passion All Technique	spotify:track:6qRlAL9ZzamlWfbOygOLi8
King Boots - Bonus Track	Protomartyr	No Passion All Technique	spotify:track:0O2Fv0TfSPc1domXJFSEj0
Bubba Helms - Bonus Track	Protomartyr	No Passion All Technique	spotify:track:6QVyXcOb8x22SssdrhxnEh
Cartier E.G.s - Bonus Track	Protomartyr	No Passion All Technique	spotify:track:5h6snF0Oc9r12VICg3BXFB
Whatever Happened to the Saturn Boys? - Bonus Track	Protomartyr	No Passion All Technique	spotify:track:2aUgyVaD5m7hi0Sqam3frw
From This Point On	Soft Kill	An Open Door	spotify:track:3Jh0aFJjoFTgXxx7Ht5XRn
Death in the Family	Soft Kill	An Open Door	spotify:track:4unx56UOR6V483VRKPJrmU
Borders Comfort	Soft Kill	An Open Door	spotify:track:4MWZNQsatwoR268sUR2cKh
Feral Moans	Soft Kill	An Open Door	spotify:track:2PMzsOQAhLC0sFI1hQGAF5
Sea of Doubt	Soft Kill	An Open Door	spotify:track:3GXjHYDOVHr2N817MF67CM
Be Alone	Soft Kill	An Open Door	spotify:track:7lXsqw49XWREVk19n7M0mP
An Open Door	Soft Kill	An Open Door	spotify:track:4oxmxfnsXuuLMsRUzJQIcM
Within This Mess	Soft Kill	An Open Door	spotify:track:7lSVLk4XkU24Psm2BPHywk
Surrender	Soft Kill	An Open Door	spotify:track:5iAPlJNjpvLV7zU8ISkaR2
Breathe the Fire	The Soft Moon	The Soft Moon	spotify:track:7qLDBd5iCh9xilyfdkn9v8
Circles	The Soft Moon	The Soft Moon	spotify:track:0PKFAInGnsYZVxX45LtbkP
Out of Time	The Soft Moon	The Soft Moon	spotify:track:6e4oLt19vJzazqVauH7F8u
When It's Over	The Soft Moon	The Soft Moon	spotify:track:3Q6motjDfQGC684NYjddle
Dead Love	The Soft Moon	The Soft Moon	spotify:track:5pIGSQenxOpJtkAxeLf6kh
Parallels	The Soft Moon	The Soft Moon	spotify:track:10VKzaFT33ATqADbkyAKW7
We Are We	The Soft Moon	The Soft Moon	spotify:track:3JLvRjiRIjYGl8KEBBj6Nr
Sewer Sickness	The Soft Moon	The Soft Moon	spotify:track:64rQNOT1AcFa6wkxKX3I6u
Into the Depths	The Soft Moon	The Soft Moon	spotify:track:6S6SoAQ0oOw0uUzA6NONQp
Primal Eyes	The Soft Moon	The Soft Moon	spotify:track:6tajV9FUvh77qJO6XXeEuy
Tiny Spiders	The Soft Moon	The Soft Moon	spotify:track:0ciTVtWQXg38sTCTHiBEyB
Excuse Generator	Lithics	Mating Surfaces	spotify:track:0c3YWBPsNzyREE1rO0LaVl
Still Forms	Lithics	Mating Surfaces	spotify:track:6YQcM5hxz7goKHaVZzSmD8
When Will I Die	Lithics	Mating Surfaces	spotify:track:3iN4w9o9lKMB623PiHBElT
Specs	Lithics	Mating Surfaces	spotify:track:6xE3vkaDsZ9fvpzTG7XR09
Boyce	Lithics	Mating Surfaces	spotify:track:21VuqhueakZPa7rrJxIwL2
Glass of Water	Lithics	Mating Surfaces	spotify:track:5CdNvYunpWeVJmjC1DLI3G
Be Nice Alone	Lithics	Mating Surfaces	spotify:track:7Jnby1lRjQx0pmyK5oVosA
Flat Rock	Lithics	Mating Surfaces	spotify:track:1OjBHeuFiNcMHk9jpcWaNG
Edible Door	Lithics	Mating Surfaces	spotify:track:7vPVgaStuMnrVSiNfkbmpU
Home	Lithics	Mating Surfaces	spotify:track:50jAMtFyYhl8xN2P31wn9a
Cheryl	Lithics	Mating Surfaces	spotify:track:6QohFyajYOWOOUstl4FHf5
Dancing Guy	Lithics	Mating Surfaces	spotify:track:36aR9kl8pY6hNUdu6fmpps
Grandview	Soft Kill	Heresy	spotify:track:7eUAhw5JOXT8mgxO3I4R3c
Violent Mind	Soft Kill	Heresy	spotify:track:5ww5tdaMY8ZDKUD8hNS1Ok
Hit the Floor	Soft Kill	Heresy	spotify:track:61l3CWHpOECvhiMjPNmBMs
Selfish Love	Soft Kill	Heresy	spotify:track:6oxR0YhD1E95H7unPW4eWj
Current	Soft Kill	Heresy	spotify:track:7c3XxoRBrDLIzBFlCxrtEm
Heresy	Soft Kill	Heresy	spotify:track:23N8wbVS21hJmNKXWBCHUW
Soluk	She Past Away	Narin Yalnizlik	spotify:track:0JR4HyI7kUmN7FvEfk8BOi
Asimilasyon	She Past Away	Narin Yalnizlik	spotify:track:513Btbko3502Gth1g7Seyj
Uzakta	She Past Away	Narin Yalnizlik	spotify:track:2N59G0hVDQpB4EB6AQWDfb
Narin Yalnizlik	She Past Away	Narin Yalnizlik	spotify:track:4hVw2ll7lpq715Xhgs3txs
Hayaller	She Past Away	Narin Yalnizlik	spotify:track:6Z9rbccTZxsP9yIiF6QeOD
Katarsis	She Past Away	Narin Yalnizlik	spotify:track:3L4hrj9OrnF0dK0Di4se6G
Uçtu Belirsizliǧe	She Past Away	Narin Yalnizlik	spotify:track:4vtYPqS0OzmufOBjht0Olf
Gerçekten Özleyince	She Past Away	Narin Yalnizlik	spotify:track:4PdGpQ3FXB0OKM4KFrMINj
Yanimda	She Past Away	Narin Yalnizlik	spotify:track:3m25UcpieYIWdLYierBNiX
Kuruyordu Nehir	She Past Away	Narin Yalnizlik	spotify:track:4uzIfvmPvh8AqNcmtbnA4S
Içe Kapanis II	She Past Away	Narin Yalnizlik	spotify:track:3TQEOwydFKeGHRc4yE8Loy
Sanri	She Past Away	Belirdi Gece	spotify:track:1OPgcgaKesmGzx7q7ZeoNj
Ritüel	She Past Away	Belirdi Gece	spotify:track:53STwUcy9VxTLyAVLLGQyy
Monoton	She Past Away	Belirdi Gece	spotify:track:58f1CrfH7TXEV54SyxxIvL
Kasvetli Kutlama	She Past Away	Belirdi Gece	spotify:track:5dB7A7tdmRHlRgZAEvfIdl
Insanlar	She Past Away	Belirdi Gece	spotify:track:3twN5nE5Yspyybn4WYhxzB
Belirdi Gece - Musallat	She Past Away	Belirdi Gece	spotify:track:2gMRhR3GQ902eqax1l02A3
Ruh	She Past Away	Belirdi Gece	spotify:track:0s3uCUtZsslcr7CmH4hNAQ
Kemir Beni	She Past Away	Belirdi Gece	spotify:track:3G2M4S6YouZDFyvdyRBKIE
Bozbulanik	She Past Away	Belirdi Gece	spotify:track:4xqOyRGHzQxDMctUPTGQQa
Ice Kapanis	She Past Away	Belirdi Gece	spotify:track:7gfJJpDjVnI853ZyOxUsuj
Dalej	Belgrado	Obraz	spotify:track:1qOEztArC70zKmQB7xBUSq
1000 Spektakli	Belgrado	Obraz	spotify:track:4GT2XjrwoKelGn6eQrNhLV
Wiatr	Belgrado	Obraz	spotify:track:1OrAdvYhwH2iwjshgJATXt
Kulminacja Oddzielenia	Belgrado	Obraz	spotify:track:7nok2bSsGAB0vhTZTDBJfR
Krajobraz	Belgrado	Obraz	spotify:track:6mju32vEl6TuWkSORr8OJJ
Raz Dwa	Belgrado	Obraz	spotify:track:79xo7AViAxvFWwBRgtac4I
Nierealne Realne Społeczeństwo	Belgrado	Obraz	spotify:track:532aT1ERVsVaoFb1633ck9
Na Ten Czas	Belgrado	Obraz	spotify:track:4Vh0jZYWP1lom0bA4IA0pv
Pasaż	Belgrado	Obraz	spotify:track:07ANY67jcP25f8OQjk4hfp
Fragmenty Świata	Belgrado	Obraz	spotify:track:1QnNl2JhyOBtHJTRI6HS0y
oh baby	LCD Soundsystem	american dream	spotify:track:1Y5EqnpZLLoAp4RQQTr10O
other voices	LCD Soundsystem	american dream	spotify:track:0nTW4n6goPkpnoaBBeSjXm
i used to	LCD Soundsystem	american dream	spotify:track:404ZIfgGYd8VnwUn0HA1Pd
change yr mind	LCD Soundsystem	american dream	spotify:track:0My2pMmVxevwrGyd1CR8u2
how do you sleep?	LCD Soundsystem	american dream	spotify:track:3ETW8l9FuVFpPHUSTyZDK4
tonite	LCD Soundsystem	american dream	spotify:track:2iQov70C2Cs6KCu8Dk8wW1
call the police	LCD Soundsystem	american dream	spotify:track:5rhgZSkr7P8ZNx7OxBbdOw
american dream	LCD Soundsystem	american dream	spotify:track:37sZCRrGMdDsYg7QqqvdnR
emotional haircut	LCD Soundsystem	american dream	spotify:track:0cxDKzFxhhYj2EYAxKsHwB
black screen	LCD Soundsystem	american dream	spotify:track:6kKXowSTq8uKZhdFPdG9BS
pulse (v.1)	LCD Soundsystem	american dream	spotify:track:3HEHSCGLO452rRpPkHQkYy
На дне	Molchat Doma	Этажи	spotify:track:6gByMgGv9YG1xXjw7DitRv
Танцевать	Molchat Doma	Этажи	spotify:track:4fh5h5cF1s7WPiQC4ikCiZ
Фильмы	Molchat Doma	Этажи	spotify:track:4j6ABX3Et5cHfRZ7qk3KW4
Волны	Molchat Doma	Этажи	spotify:track:4Y0gNCWGqYvXFtF64HNkJj
Тоска	Molchat Doma	Этажи	spotify:track:3MkFYlwM2oiweWGyNw8oGt
Прогноз	Molchat Doma	Этажи	spotify:track:5fAxN80Jj1waFXrSzXqFHO
Судно (Борис Рыжий)	Molchat Doma	Этажи	spotify:track:3l823ZIO6hYZcOAruwQfoc
Коммерсанты	Molchat Doma	Этажи	spotify:track:3ZG5rYV6P7GYZgLIGczzkp
Клетка	Molchat Doma	Этажи	spotify:track:6WAfQig9RO3vdGfT03difJ
Naciste para Mi	Teodoro Reyes	15 Exitos	spotify:track:1uVq5XUmKBL3asiZtzGyRt

Contemporary Post Punk
Continental Shelf	Preoccupations	Viet Cong	spotify:track:3d5lGpqxg1cMEYrgTaGxZy
Silhouettes	Preoccupations	Viet Cong	spotify:track:07cUDeewEa1wMfKHUakxtK
Pontiac 87	Protomartyr	The Agent Intellect	spotify:track:3px7bE2OuvLHJHLxpZMgF6
Come & See	Protomartyr	Under Color of Official Right	spotify:track:0kY8guWctD1G5A3Cx66Ruj
It's All Coming Back	INVSN	INVSN	spotify:track:7Jbo2BG3fHQ47NtRqBDpJR
Ecstasy	Soviet Soviet	Fate	spotify:track:60sge80Y7m9wgd03OV4xWa
No Lesson	Soviet Soviet	Fate	spotify:track:2FfUxvwaNTtPYlyrESKtQH
Ruh	She Past Away	Klubb Död Compilation, Vol. 1	spotify:track:6UqXM2TcUdJJD8tuHzT4rU
The Dial	Squid	The Dial	spotify:track:55AP1tUevnOiiyffOQYeDB
Feral Cats	Protomartyr	No Passion All Technique	spotify:track:0fBbz92P4UUsPeSq7XfENe
Magic of Meghan	Dry Cleaning	Magic of Meghan	spotify:track:2aLK2WqtkW4pkBh8wH3lUn
Disarray	Preoccupations	New Material	spotify:track:2QlYpno65G6IJ2X3Yp4V9L
Concrete	shame	Songs of Praise	spotify:track:6X7H3JTAUGAL1rSwohnPBX

Irish Folk
Ríl Liatroma/The Green Cockade/The Mourne Mountains	Téada	Ceol & Cuimhne (Music & Memory)	spotify:track:1Vc39YjnHm0bHtMjiDu6kY
Dooley: Port an Deorai/ An Phis Fluich	Paul Dooley	Masters of the Irish Harp	spotify:track:7qteJ4f0SLqEX7TL087WSb
Brennans Reel	Martin Hayes Quartet	Brennans Reel	spotify:track:7DIJ8pWzjPPNNZi8BXbYjm
Last Nights Fun	Dervish	Playing With Fire	spotify:track:1vuy2weMPn1fCsqvpzzY1M
Molly Bán / Flowers of Edinburgh / Famous Ballymote	Ciaran Tourish	Down the Line	spotify:track:39YDPbenTXsY93zKizoqvn
The Gap of Dreams / Nia’s Jig / The Beekeeper	Altan	The Gap of Dreams	spotify:track:5MH17KACijBOpJZ6VGVibO
She Hasn't the Thing She Thought She Had / Denis Murphy's / Abbey's Green Isle	Danú	Ten Thousand Miles	spotify:track:4b1WBCojHWnAPbBbCUSJTE
Bodhran	Young Dubliners	Red	spotify:track:6LVEYsHd4qJ1WtJZ9xhr2X
The Mountain Road / Old Concertina Reel (2 Reels) [Live]	Frankie Gavin, Arty McGlynn, Aidan Coffey	Irlande (Live)	spotify:track:0Oh03sjYtG61Cju0IeO0dd
The Rocky Road to Dublin / The American Polka	We Banjo 3	Gather the Good	spotify:track:4akhlPKimkDKwOyJbKnugt
Goodbye Girls I'm Going to Boston	Laura Feddersen, Joel Wennerstrom, Owen Marshall	Wooden Nickels	spotify:track:4CH9ggXUaWwkvcGoQATrmO
The Lobster	The Gloaming	The Gloaming 3	spotify:track:5cHh5QK7QgXK669vYZOO7z
Jigs: The Southwest Wind / An Buachaillin Dreoite	The Fiddle Case	Write Me a Letter	spotify:track:17XDKfATaLDVs28Wh9Ry5J
Runs in the Family / Angry Birds	Adam Agee, Jon Sousa	Suantraí	spotify:track:71YL7LsmiRb8EErKnKWluE
The Killavil Jig / Billy O'rourke Is the Buachaill Jigs	P.J. Hayes, Martin Hayes	The Shores of Lough Graney	spotify:track:1nh3bUbH8smaGxFTJdCCmn
The Meelick Team / Whelan's Jig / Rolling Waves	Dermot Byrne, Kevin Crawford, Éilís Crean, John Doyle, Kenny Malone	The Lonesome Fiddler	spotify:track:2RbzVelNdSFosRBWc03Je7
The Musical Priest / The Blackthorn Stick	The Dubliners	The Dubliners	spotify:track:5UVEM0D973Vi52br39bkUR
Matt Peoples' (Reels)	Paul Brady, Tommy Peoples, Matt Molloy	Molloy, Brady, Peoples	spotify:track:2CI0ZIech2MEHtR2dsJcEF
Reels: Dinny O’Brien’s / The Sweetheart Reel / Paddy Kenny’s	Téada	In Spite of the Storm	spotify:track:5ALXCNEPR26rnNcdfKgn1z
Ríleanna / Reels: Ormond Sound, The Torn Jacket	Muireann Nic Amhlaoibh	Foxglove & Fuschia	spotify:track:1ubTZSN8vLJUk8Yjsjbz9y
Tamlin / Hand Me Down the Tackle / The Pure Drop	Seamus Egan	In Your Ear	spotify:track:3Xz4xhARyNb5YdvmmFmCym
Apples in Winter	Dervish	Decade	spotify:track:4twcqevRWiXRndhVhNpUvU
Eavesdropper	Ross Ainslie and Jarlath Henderson	Air-Fix	spotify:track:2swwhM8D6A9lp2ykYmNSQ1
Keepin’ It Reel	Boxing Banjo	Round #1	spotify:track:4saoSRB0NHOx75TIlVh5zM
Reels: Patsy Cambell's:Tie The Bonnet : Mick Finn's	Peter Carberry and Angelina Carberry and John Blake	Memories From The Holla	spotify:track:1y4rwW2PwLk6ukef9AxwIe
Humors of Tullycrine	Andrew Finn Magill	Drive & Lift	spotify:track:1ft8QzgCSuOfMOIP6FwMtK
Reels: Liz Carroll's, Paddy Ryan's Dream (feat. Eoin O'Neill)	Yvonne Casey	Yvonne Casey	spotify:track:5Rrjzr6ZuWfda10aATld8W
Gone to Fortingall/ Wired to the Moon	Jerry Douglas, Michael McGoldrick	Transatlantic Sessions - Series 6, Vol. Two	spotify:track:38xdrPnePc8lcnBw0HnLBi
Midsummer's Night	Dervish	Midsummer's Night	spotify:track:3C4majxDsONz0cwkkTnnkw
Fingal's Cave	Natalie MacMaster, Dave MacIsaac, Paddy Moloney, Martin Fay, Seán Keane, Matt Molloy, Derek Bell, Kevin Conneff	Fire In The Kitchen	spotify:track:4xFCMHRp0RdieQ1HkPaw4t
Belfast	Brian Finnegan	The Ravishing Genius of Bones	spotify:track:5P8LzctGucBj26sE78N7SP
Dolan's 6AM	Beoga	How to Tune a Fish	spotify:track:0VxzXknxAYjvcUL0GfAExj
Dot the Dragon's Eyes	Hanneke Cassel	Dot the Dragon's Eyes	spotify:track:5wdyCgTrwctSgjLhwdUWnK
Coolderry Bridge / The Whistling Postman / The Mills Are Grinding	The Fiddle Case	The Fiddle Case	spotify:track:5Id7Tp8vsvfLDFoUMVjyrn
Lady Montgomery: Lady Montgomery / Mutts Favourite / Up Da Stroods Da Sailor Goes	Session A9	Live at Celtic Connections	spotify:track:33XkqtATDmL4irlRL4UtCY
My Love Is In America	Martin Hayes & Dennis Cahill	The Lonesome Touch	spotify:track:6AIa3GdTUb2TsCj5SuGnS7
Echo	Talisk	Abyss	spotify:track:7ltSWDRkYI2DoFJiv77XUz
Tuttle's Reel	Lorkin O'Reilly	Heaven Depends	spotify:track:55T8dngArgGkHMA5a46jK6
Sligo Reel	Flook	Flatfish	spotify:track:1h6g7YxBOxPXFBSusn3wW4
Wee Michael's March / Frank's Reel - Live	mike mcgoldrick, John Doyle, John McCusker	The Mark Radcliffe Folk Sessions: McGoldrick McCusker Doyle	spotify:track:6l82Qy6UP49Z7NBh6UAMkf
The Fairy Reel / The Old Torn Petticoat / Our House at Home	Danú	Shanachie Presents Irish Celebration	spotify:track:1Dfh3b5KH6rs6bj5zOpK4M
Le Lys Vert	La Bottine Souriante, Yves Lambert, Robert Ellis, André Brunet, Jean Fréchette, Denis Frechette, Regent Archambault, Jocelyn Lapointe, André Verreault, Michel Bordeleau, Derek Bell, Matt Molloy, Kevin Conneff, Seán Keane, Martin Fay, Paddy Moloney	Fire In The Kitchen	spotify:track:43bVUpdwjc48HQtIBCdbo1
The Skylark	Culann's Hounds	Year Of The Dog	spotify:track:4zfIJDRXet5n7GEEFa81DM
The Dublin Lads, The Taproom, The Liffey Banks	Mick O'Brien & Caoimhín Ó Raghallaigh	Deadly Buzz | Aoibhinn Crónán	spotify:track:33d4Ee1QafVJga9Cu5MPvV
Cooley's/The Cup Of Tea/The Wise Maid (Reels)	Tulla Céilí Band	A Celebration of 50 Years	spotify:track:387gGrbI14zxr0tl5f31WQ
The Green Cottage / The Glin Cottage / Julia's Norwegian Polka	Brendan Begley & Caoimhín Ó Raghallaigh	A Moment of Madness	spotify:track:74QRLD0FXoaGpQ6YNNW6hj
Marcshlua Uí Néill (O'Neill's Cavalry March)	Seán Ó Riada	Ó Riada Sa Gaiety	spotify:track:0yuJx3DLCeiKwmblrXJPPX
The Expensive Sneeze	Ciorras	Silver Lining	spotify:track:1UgtNfZCpLe4j5GpnGcTNE
The Tinkers Stick, Sunny Banks, The Virginia	Catherine McEvoy, Caoimhín Ó Raghallaigh & Mícheál Ó Raghallaigh	Comb Your Hair and Curl It	spotify:track:4IgpOrxfmzRauwAtN6ZlL5
Kilfenora Reels: Connemara Stocking - The Westmeath Hunt - A Fair Wind	Kilfenora Fiddle Ceili Band	Irish Traditional Fiddle Music (Digitally Remastered)	spotify:track:0760mgHmuy6RoYgEYgEaki
Hardiman The Fiddler	Bob Brozman, John McSherry, Dónal O'Connor	Six Days In Down	spotify:track:0JJZfZebDAcmBT7Y1kcBtx
Gan ainm/The stormy night/Paddy Cronin's	Téada	Ceol & Cuimhne (Music & Memory)	spotify:track:0TV55v5AijvhZ3TdDvnJgR
The Walls of Liscarroll Jig	The Chieftains	The Chieftains 1	spotify:track:1tzAzy6DtJiS0gP7szseoA
Cooley's Jig	Noel Hill, Tony MacMahon	I gCnoc Na Graí	spotify:track:2VTQ8VMyIFCJ6nx3i2EdWY
An Buailteoir Aerach, The Enchanted Lady, The Holy Land	Mick O'Brien & Caoimhín Ó Raghallaigh	Deadly Buzz | Aoibhinn Crónán	spotify:track:7gaK8OBsNGcD1JcaN8FEcc
Girls Put the Fags Out: Ashplant - Red Haired Lass.	Oige	Live	spotify:track:41cWFTmNsCD9fYepvrK3rW
Roaring Mary / Stormy Weather	John Doherty	Bundle And Go	spotify:track:1ObSUAb8X6yH2rnJruvltj
Poirt: Delia Keane's/ the Horse's Leotard/ Seán Buí/ the Dawn Chorus	Téada	Inné Amárach	spotify:track:4xMIrCA6Lqs5kRlVBmC7eB
The Ships Are Sailing/The Cup Of Tea	Alan McCartney & Paul Bradley & Jason O'Rourke & Brendan O'Hare & Ray Gallen	Traditional Irish Music From Belfast	spotify:track:1AoBoAOHEE2n5iQ99ngKf6
Cronin's / I Do Not Incline	Jack Talty & Cormac Begley	Na Fir Bolg	spotify:track:3n1bWif204sqx4WEKNsC5o
Road Up the Bog / One More Pint / Karin Eating a Pickle	Marys Lane	Power in a Tiny Bottle	spotify:track:4YPAxoYh2yYyrRKrYYEeIR
The Fox Chase	The Fureys	The Spanish Cloak: The Best of the Fureys	spotify:track:397k1c9L1ywksIZ3jCJse3
The Strayaway Child / The Lark in the Morning	Michael Gorman, Margaret Barry	Classic Celtic Music from Smithsonian Folkways	spotify:track:7aaTYLPaja2A5dIkvJTSGh
The Lark in the Morning	James Kelly, Paddy O'Brien, Tommy Martin, Dáithí Sproule & Fintan Vallely	The Center for Irish Music - Young Irish Musicians Weekend Vol. 1	spotify:track:4OGO4r86zxmxBaQDDrEV7z
Accordion Solo - Slow Air/Reel: An Paistin Fionn (The Fair-Haired Boy) / The Flowers of Munster	Chulrua	Barefoot on the Altar	spotify:track:4cqW1rCeO5sfWZXGkvMMkq
Air: An Páistín Fionn	Willie Clancy	Willie Clancy The Gold Ring	spotify:track:03KG6RhbSVTuuUy8tModjE
The Green Hills of Tyrol / The Fermoy Lassies / The Pinch of Snuff [Reels]	Eileen Ivers, Semus Egan, John Doyle	Absolutely Irish	spotify:track:12bh7TbqCq2rhQrJUjuDar
Poll Halfpenny	Matt & Shannon Heaton	Lovers' Well	spotify:track:7cvqwSOqtiyVCaIEa6eM6P
Last Night's Fun / The Congress Reel	The Dubliners	The Dubliners	spotify:track:6luBtfDZxmuJanW9sLbG1u
Farewell to Connaught / Cooley Crossing the Shannon / The Ash Plant	Paul Bradley	Atlantic Roar	spotify:track:6oImqrLqhMgIkFk9h2inh0
The Black Rogue / Morrisons	Sean Maguire	A Man Apart	spotify:track:2W5OYrO4pf1jf0lFttbfUJ
The Concert Flute / Upstairs in a Tent	Finbar Dwyer	Kitty's Rambles	spotify:track:3BivsfcYy64qLcqkoKOJ0d
The Track for the Craic	Socks in the Frying Pan	Socks in the Frying Pan	spotify:track:2eT2QheRFkPxf4yElE0vQV
Caoineadh an Spailpín (The Spalpeen's Lament)	Willie Clancy	The Minstrel From Clare	spotify:track:7HGUltqTH6YqynkMQl3zzd
Lucy Campbell's / The Flogging (Reels)	Ciaran Tourish	Down the Line	spotify:track:6qjF0LNDQu7JN4A1LCgnlG
Coleraine Jig/Derrane's/John Stenson's/Mother Reel	De Danann All-Stars	The Star Spangled Molly	spotify:track:6KwgDPblRn3AjFBeaU3kbz
Dhá Pholca Dálaigh	Brendan Begley & Caoimhín Ó Raghallaigh	A Moment of Madness	spotify:track:6QC8MC3maNNp2uHsOMxxSP
Sean Bhean Bhocht Selection	MacDara Ó Raghallaigh	Ego Trip	spotify:track:4dKyou2FEq48lieMjUOnXN
The Hillsbrook Reels (Spike Island Lassies/Skyedance/Merry Harrier's Reel/Lady Gordon's)	Michael McGoldrick	Wired	spotify:track:5c8OuT4LQt9uVzRwMA5k6P
Branholm/Trip to Herve's	Flook	Flook! Live!	spotify:track:6GNpwVyyAdUb1FtTCL6ZjK
The Hag's Purse/Connaughtman's Rambles	Calath	Irish Celtic Music (Musica Celta Irlandesa)	spotify:track:09ZGID7lltzhNuVGa171RI
Shandon Bells/Boys Of The Town/Rakes Of Clonmel/Girls Of The Town	Brendan Mulvihill and Donna Long	The Morning Dew	spotify:track:5pqe0gd0C0k3Q636nWSrCs
Young Tom Ennis	Noel Hill, Tony MacMahon	I gCnoc Na Graí	spotify:track:1xFkHZexkiOKuldYGAX7eu
Glenside Céilí Band: Jackie Coleman's/The Hare's Paw	Glenside Céilí Band	Reunion Concert	spotify:track:3kW6XrBALTASTUrgGw0Yu0
Reels: Kylebrack Ramblers / Graf Spee	The Shaskeen Ceili Band	Pure Irish Céilí	spotify:track:6tWVMFlSwTPVOgeWBQMapG
